target_id	length	eff_length	est_counts	tpm
PF3D7_0313300.1	597	598	1542	124.604
PF3D7_0313400.1	2912	2913	1598.01	26.5086
PF3D7_0313500.1	3279	3280	560.633	8.25948
PF3D7_0313600.1	2587	2588	3002.95	56.0702
PF3D7_0313700.1	1701	1702	27029.9	767.421
PF3D7_0313800.1	3322	3323	77760.8	1130.78
PF3D7_0313900.1	3291	3292	960.895	14.1047
PF3D7_0314000.1	1307	1308	3563.27	131.64
PF3D7_0314100.1	1516	1517	890.32	28.3602
PF3D7_0314100.2	213	214	468.94	105.889
PF3D7_0314200.1	4720	4721	1750.28	17.9153
PF3D7_0314300.1	1844	1845	1447.24	37.9047
PF3D7_0314400.1	2581	2582	360.679	6.75015
PF3D7_0314500.1	3654	3655	1959.07	25.9007
PF3D7_0314600.1	2245	2246	1303.06	28.0352
PF3D7_0314700.1	5805	5806	362.454	3.01665
PF3D7_0314800.1	3726	3727	3928.18	50.9307
PF3D7_0314900.1	2401	2402	3166.77	63.7077
PF3D7_0315000.1	1003	1004	3473	167.155
PF3D7_0315100.1	1827	1828	357.253	9.44381
PF3D7_0315200.1	6345	6346	379	2.88594
PF3D7_0315300.1	5304	5305	2549.35	23.2216
PF3D7_0315400.1	1480	1481	4839.47	157.903
PF3D7_0315500.1	1551	1552	1068.12	33.2565
PF3D7_0315600.1	2594	2595	490.003	9.12451
PF3D7_0315700.1	2811	2812	1900	32.6503
PF3D7_0315800.1	1769	1770	113	3.08499
PF3D7_0315900.1	834	835	479	27.7203
PF3D7_0316000.1	2260	2261	7428.9	158.771
PF3D7_0316100.1	2311	2312	3537.27	73.9314
PF3D7_0316200.1	7547	7548	5134.08	32.8684
PF3D7_0316300.1	1480	1481	621.773	20.2873
PF3D7_0316300.2	1296	1297	74155.1	2762.8
PF3D7_0316400.1	3610	3611	2632	35.2214
PF3D7_0316500.1	3397	3398	1342.83	19.0962
PF3D7_0316600.1	3365	3366	11638.4	167.082
PF3D7_0316700.1	2282	2283	2851.73	60.3603
PF3D7_0316800.1	1916	1917	23156.2	583.705
PF3D7_0316900.1	2808	2809	3776.33	64.9631
PF3D7_0317000.1	2065	2066	753.422	17.622
PF3D7_0317100.1	2910	2911	160	2.65599
PF3D7_0317200.1	7170	7171	21183.4	142.746
PF3D7_0317300.1	11642	11643	11815.8	49.0396
PF3D7_0317400.1	1880	1881	1782	45.7791
PF3D7_0317500.1	5699	5700	4208	35.6738
PF3D7_0317600.1	1302	1303	6007	222.772
PF3D7_0317700.1	9410	9411	4785.56	24.5723
PF3D7_0317800.1	1596	1597	1601.48	48.4579
PF3D7_0317900.1	2626	2627	1601.81	29.4644
PF3D7_0318000.1	609	610	350	27.726
PF3D7_0318100.1	1322	1323	7482.18	273.286
PF3D7_0318200.1	9211	9212	4502.54	23.6185
PF3D7_0318300.1	4042	4043	3473.58	41.5167
PF3D7_0318400.1	1776	1777	348	9.46324
PF3D7_0318500.1	15982	15983	8762.5	26.4922
PF3D7_0318600.1	4425	4426	2087.64	22.7925
PF3D7_0318700.1	1067	1068	19267.1	871.753
PF3D7_0318800.1	1631	1632	224.317	6.64187
PF3D7_0318900.1	2466	2467	2387.34	46.762
PF3D7_0319000.1	7351	7352	5667.62	37.2515
PF3D7_0319100.1	1886	1887	2686.19	68.788
PF3D7_0319200.1	3220	3221	3384.55	50.776
PF3D7_0319300.1	1260	1261	442	16.9377
PF3D7_0319400.1	5811	5812	8316.29	69.1436
PF3D7_0319500.1	1962	1963	4459	109.765
PF3D7_0319600.1	1643	1644	2806.37	82.4881
PF3D7_0319700.1	10359	10360	5936.82	27.6912
PF3D7_0319800.1	1434	1435	1584.8	53.3668
PF3D7_0319900.1	1758	1759	3192.89	87.7134
PF3D7_0320000.1	839	840	26154	1504.55
PF3D7_0320100.1	1711	1712	5230.54	147.636
PF3D7_0320200.1	1982	1983	571.9	13.9362
PF3D7_0320300.1	3262	3263	1068.41	15.8223
PF3D7_0320400.1	9258	9259	213	1.11164
PF3D7_0320500.1	2556	2557	4869.98	92.0331
PF3D7_0320600.1	1256	1257	1704.96	65.5433
PF3D7_0320700.1	1243	1244	88582.3	3440.92
PF3D7_0320800.1	2615	2616	3368.73	62.2266
PF3D7_0320900.1	1767	1768	10969.6	299.816
PF3D7_0321000.1	2083	2084	3204.34	74.3001
PF3D7_0321100.1	6515	6516	30789.9	228.336
PF3D7_0321200.1	1973	1974	4057.15	99.3166
PF3D7_0321300.1	3470	3471	1898.66	26.4326
PF3D7_0321400.1	1680	1681	8357.33	240.242
PF3D7_0321500.1	4148	4149	1786.49	20.8068
PF3D7_0321600.1	2947	2948	4013.24	65.7833
PF3D7_0321700.1	7038	7039	8444.79	57.973
PF3D7_0321800.1	9419	9420	8730.03	44.783
PF3D7_0321900.1	5726	5727	4209.78	35.5206
PF3D7_0322000.1	1517	1518	30060.8	956.924
PF3D7_0322100.1	2713	2714	5209.23	92.7496
PF3D7_0322200.1	2262	2263	507.599	10.8389
PF3D7_0322300.1	4559	4560	3852.8	40.8281
PF3D7_0322400.1	3383	3384	7228.87	103.226
PF3D7_0322500.1	1557	1558	2401.01	74.4688
PF3D7_0322600.1	4044	4045	696	8.31455
PF3D7_0322700.1	10286	10287	4157.9	19.5314
PF3D7_0322800.1	546	547	339	29.9475
PF3D7_0322900.1	1697	1698	92368.8	2628.67
PF3D7_0323000.1	1513	1514	5559.5	177.443
PF3D7_0323100.1	6329	6330	3976.39	30.3552
PF3D7_0323200.1	1675	1676	9447.36	272.386
PF3D7_0323300.1	1302	1303	250	9.27137
PF3D7_0323400.1	4147	4148	7163.27	83.4489
PF3D7_0323500.1	1811	1812	17556	468.182
PF3D7_0323600.1	2717	2718	1430.75	25.4368
PF3D7_0323700.1	3345	3346	2932.38	42.3489
PF3D7_0323800.1	6075	6076	1547.94	12.3108
PF3D7_0323900.1	1392	1393	2.44454	0.0847998
PF3D7_0324000.1	849	850	4.73217	0.269023
PF3D7_0324100.1	1253	1254	259.327	9.99305
PF3D7_0324200.1	1174	1175	147.039	6.04704
PF3D7_0324300.1	930	931	1760.76	91.3903
PF3D7_0324400.1	1050	1051	8.53424	0.392383
PF3D7_0324500.1	954	955	0	0
PF3D7_0324600.1	906	907	0	0
PF3D7_0324700.1	1380	1381	0	0
PF3D7_0324800.1	1116	1117	150.443	6.50828
PF3D7_0324900.1	6510	6511	124.109	0.921097
PF3D7_0400100.1	7941	7942	196.522	1.19572
PF3D7_0400200.1	1200	1201	145.296	5.84602
PF3D7_0400300.1	1113	1114	115.911	5.02791
PF3D7_0400400.1	10404	10405	73.4463	0.341096
PF3D7_0400500.1	1149	1150	0	0
PF3D7_0400600.1	79	80	4.2944	2.59394
PF3D7_0400700.1	1143	1144	57.5052	2.42901
PF3D7_0400800.1	870	871	1	0.0554792
PF3D7_0400900.1	990	991	60.4823	2.94919
PF3D7_0401000.1	930	931	0	0
PF3D7_0401100.1	213	214	2.26867	0.512278
PF3D7_0401200.1	1104	1105	8.7439	0.382376
PF3D7_0401300.1	1128	1129	50	2.14005
PF3D7_0401400.1	990	991	544.005	26.5264
PF3D7_0401500.1	933	934	189.932	9.8265
PF3D7_0401600.1	1514	1515	38520.9	1228.66
PF3D7_0401600.2	1041	1042	2167.09	100.498
PF3D7_0401700.1	1332	1333	361	13.0866
PF3D7_0401800.1	2889	2890	2131.02	35.6318
PF3D7_0401900.1	3306	3307	744.269	10.8754
PF3D7_0402000.1	3128	3129	5246.18	81.0188
PF3D7_0402100.1	2632	2633	9381.86	172.182
PF3D7_0402200.1	6660	6661	10599.9	76.8972
PF3D7_0402300.1	10074	10075	36582.9	175.461
PF3D7_0402400.1	2353	2354	18577	381.345
PF3D7_0402500.1	990	991	49	2.3893
PF3D7_0402600.1	906	907	9	0.479494
PF3D7_0402700.1	996	997	44	2.13258
PF3D7_0402800.1	4323	4324	11	0.122929
PF3D7_0402900.1	1076	1077	177.037	7.9432
PF3D7_0403000.1	74	75	5	3.22149
PF3D7_0403100.1	2358	2359	1162.29	23.8086
PF3D7_0403200.1	3269	3270	5613.27	82.95
PF3D7_0403300.1	801	802	1009.3	60.8128
PF3D7_0403400.1	12401	12402	3367.67	13.1216
PF3D7_0403500.1	1717	1718	822.353	23.1304
PF3D7_0403600.1	3435	3436	1674.9	23.5551
PF3D7_0403700.1	3140	3141	15952.8	245.425
PF3D7_0403800.1	6355	6356	5028.3	38.2284
PF3D7_0403900.1	4170	4171	5431.82	62.9293
PF3D7_0404000.1	1234	1235	44114	1726.07
PF3D7_0404100.1	6816	6817	1748	12.3907
PF3D7_0404200.1	1231	1232	476.185	18.6772
PF3D7_0404300.1	2615	2616	22513.9	415.873
PF3D7_0404400.1	1140	1141	328	13.8911
PF3D7_0404500.1	1437	1438	462	15.525
PF3D7_0404600.1	15301	15302	6061.92	19.143
PF3D7_0404700.1	3694	3695	58258.4	761.89
PF3D7_0404800.1	2280	2281	3534.45	74.8763
PF3D7_0404900.1	2348	2349	4361.47	89.7218
PF3D7_0405000.1	2148	2149	5543.84	124.659
PF3D7_0405100.1	5891	5892	1191.62	9.7729
PF3D7_0405200.1	2940	2941	6454.52	106.052
PF3D7_0405300.1	5895	5896	9465.16	77.5745
PF3D7_0405400.1	10492	10493	7181.92	33.0742
PF3D7_0405500.1	675	676	715	51.1102
PF3D7_0405600.1	1738	1739	669.643	18.6077
PF3D7_0405700.1	8072	8073	2121.25	12.6971
PF3D7_0405800.1	562	563	208.753	17.9173
PF3D7_0405900.1	3148	3149	12783.2	196.162
PF3D7_0406000.1	2470	2471	5747.89	112.405
PF3D7_0406100.1	2265	2266	7553.21	161.072
PF3D7_0406200.1	2167	2168	23148.3	515.951
PF3D7_0406400.1	1674	1675	2362.38	68.1527
PF3D7_0406500.1	11445	11446	61486.3	259.581
PF3D7_0406600.1	420	421	523	60.0299
PF3D7_0406700.1	2906	2907	18667.2	310.301
PF3D7_0406800.1	1015	1016	2113.31	100.512
PF3D7_0406900.1	5256	5257	416	3.82387
PF3D7_0407000.1	1525	1526	242	7.66318
PF3D7_0407100.1	2223	2224	3808.08	82.7408
PF3D7_0407200.1	967	968	20714.6	1034.07
PF3D7_0407300.1	1438	1439	1181	39.6586
PF3D7_0407400.1	1215	1216	2171.65	86.2986
PF3D7_0407500.1	1143	1144	119	5.02654
PF3D7_0407600.1	3639	3640	1295.94	17.204
PF3D7_0407700.1	6121	6122	16382.8	129.313
PF3D7_0407800.1	7123	7124	8455.11	57.3514
PF3D7_0407900.1	3179	3180	4001.13	60.8001
PF3D7_0408000.1	668	669	8015	578.929
PF3D7_0408100.1	4881	4882	3938.19	38.9804
PF3D7_0408200.1	2122	2123	744.089	16.9365
PF3D7_0408300.1	1749	1750	749.211	20.6878
PF3D7_0408400.1	2470	2471	913.053	17.8555
PF3D7_0408500.1	2618	2619	3505.91	64.6865
PF3D7_0408600.1	2955	2956	135	2.20687
PF3D7_0408700.1	2529	2530	2396	45.763
PF3D7_0408800.1	948	949	78	3.9717
PF3D7_0408900.1	3001	3002	5098.83	82.0746
PF3D7_0408900.2	2076	2077	7984.84	185.771
PF3D7_0409000.1	8235	8236	1013.07	5.9439
PF3D7_0409100.1	2574	2575	3752.18	70.4133
PF3D7_0409200.1	1966	1967	23845	585.788
PF3D7_0409300.1	4302	4303	847.941	9.52232
PF3D7_0409400.1	2815	2816	928.608	15.9349
PF3D7_0409500.1	1853	1854	4339.77	113.111
PF3D7_0409600.1	4548	4549	1652.42	17.5531
PF3D7_0409700.1	928	929	2693	140.078
PF3D7_0409800.1	4394	4395	5563.6	61.1709
PF3D7_0409900.1	1715	1716	212.312	5.97868
PF3D7_0410000.1	4027	4028	71009.2	851.87
PF3D7_0410100.1	82	83	63	36.6784
PF3D7_0410200.1	73	74	33	21.5492
PF3D7_0410300.1	3552	3553	1959.32	26.6476
PF3D7_0410400.1	1563	1564	255.417	7.89153
PF3D7_0410500.1	642	643	27	2.02909
PF3D7_0410600.1	1718	1719	2708.82	76.1471
PF3D7_0410700.1	4612	4613	24561	257.283
PF3D7_0410800.1	5023	5024	3987.63	38.3542
PF3D7_0410900.1	3873	3874	1773.32	22.1196
PF3D7_0411000.1	5092	5093	741.789	7.03809
PF3D7_0411100.1	683	684	69	4.87463
PF3D7_0411200.1	4249	4250	1516.43	17.2418
PF3D7_0411300.1	2744	2745	425	7.48161
PF3D7_0411400.1	4497	4498	636.689	6.84
PF3D7_0411500.1	72	73	29	19.1966
PF3D7_0411600.1	72	73	223	147.615
PF3D7_0411700.1	417	418	7	0.809226
PF3D7_0411800.1	7141	7142	2301.03	15.5686
PF3D7_0411900.1	7652	7653	6156.45	38.8729
PF3D7_0412000.1	3760	3761	1963.7	25.2302
PF3D7_0412100.1	1923	1924	838.175	21.0513
PF3D7_0412200.1	1312	1313	105	3.86432
PF3D7_0412300.1	2369	2370	216.017	4.40441
PF3D7_0412400.1	7817	7818	109.003	0.67374
PF3D7_0412500.1	135	136	6	2.13187
PF3D7_0412600.1	1023	1024	0	0
PF3D7_0412700.1	8324	8325	130.886	0.759728
PF3D7_0412800.1	135	136	0	0
PF3D7_0412900.1	6939	6940	34.2422	0.238424
PF3D7_0413000.1	135	136	0	0
PF3D7_0413100.1	6981	6982	25.489	0.176409
PF3D7_0413200.1	1131	1132	58	2.47588
PF3D7_0413300.1	1041	1042	30	1.39124
PF3D7_0413400.1	1269	1270	325	12.366
PF3D7_0413500.1	1525	1526	1228.86	38.913
PF3D7_0413600.1	1804	1805	38795	1038.6
PF3D7_0413700.1	2217	2218	6240.63	135.961
PF3D7_0413800.1	1365	1366	399	14.1147
PF3D7_0413900.1	3026	3027	12425.9	198.365
PF3D7_0414000.1	4294	4295	8497.39	95.6028
PF3D7_0414100.1	5237	5238	7077.66	65.2939
PF3D7_0414200.1	1235	1236	409.446	16.0076
PF3D7_0414200.2	453	454	570.575	60.7303
PF3D7_0414300.1	1182	1183	11113	453.936
PF3D7_0414400.1	993	994	227.057	11.0382
PF3D7_0414500.1	2402	2403	249.034	5.00787
PF3D7_0414600.1	1507	1508	2808.04	89.9808
PF3D7_0414700.1	3037	3038	2831.59	45.0392
PF3D7_0414800.1	1787	1788	467.006	12.6213
PF3D7_0414900.1	1397	1398	14017	484.504
PF3D7_0415000.1	1494	1495	1371.09	44.3171
PF3D7_0415100.1	1927	1928	2198.94	55.1129
PF3D7_0415200.1	7684	7685	8936.09	56.1891
PF3D7_0415300.1	4895	4896	6971.26	68.8047
PF3D7_0415400.1	1458	1459	8454.32	280.009
PF3D7_0415500.1	1226	1227	265.716	10.4646
PF3D7_0415600.1	1392	1393	2226.86	77.2485
PF3D7_0415700.1	1915	1916	2560.09	64.5666
PF3D7_0415800.1	3543	3544	9859.17	134.43
PF3D7_0415900.1	2736	2737	11166.6	197.148
PF3D7_0416000.1	3810	3811	12466.5	158.071
PF3D7_0416100.1	3522	3523	11248.1	154.281
PF3D7_0416200.1	1246	1247	17425.1	675.239
PF3D7_0416300.1	5733	5734	4424.22	37.2844
PF3D7_0416400.1	5045	5046	9713.15	93.0167
PF3D7_0416500.1	2014	2015	15650.2	375.313
PF3D7_0416600.1	2501	2502	9753.95	188.383
PF3D7_0416700.1	1436	1437	1834.49	61.6888
PF3D7_0416800.1	1346	1347	4627.84	166.02
PF3D7_0416900.1	8359	8360	10709.1	61.9008
PF3D7_0417000.1	1522	1523	358.066	11.3609
PF3D7_0417100.1	1545	1546	61	1.90664
PF3D7_0417200.1	2169	2170	2190	48.7677
PF3D7_0417300.1	3036	3037	5486.69	87.2999
PF3D7_0417400.1	21885	21886	20144.9	44.4781
PF3D7_0417500.1	1645	1646	6904.1	202.687
PF3D7_0417600.1	2560	2561	720	13.5854
PF3D7_0417700.1	1542	1543	2164	67.7703
PF3D7_0417800.1	3075	3076	3930.78	61.7506
PF3D7_0417900.1	2378	2379	1378.2	27.9942
PF3D7_0418000.1	15607	15608	4198.8	12.9995
PF3D7_0418100.1	5590	5591	1344.67	11.6219
PF3D7_0418200.1	2859	2860	1542.82	26.0673
PF3D7_0418300.1	5993	5994	25361.5	204.459
PF3D7_0418400.1	647	648	1802.5	134.416
PF3D7_0418500.1	914	915	4922.47	259.962
PF3D7_0418600.1	7059	7060	13884.5	95.0326
PF3D7_0418700.1	2461	2462	16986.5	333.398
PF3D7_0418800.1	786	787	281	17.2536
PF3D7_0418900.1	2016	2017	400.64	9.59834
PF3D7_0419000.1	1323	1324	659	24.0517
PF3D7_0419100.1	1772	1773	1690.58	46.076
PF3D7_0419200.1	1175	1176	1.08651	0.0446452
PF3D7_0419300.1	2609	2610	19111.6	353.839
PF3D7_0419400.1	7897	7898	5527.01	33.816
PF3D7_0419500.1	3397	3398	3032.38	43.1229
PF3D7_0419600.1	2021	2022	14286.8	341.43
PF3D7_0419700.1	2522	2523	7686.05	147.209
PF3D7_0419800.1	1760	1761	2648.81	72.6841
PF3D7_0419900.1	17434	17435	15705.6	43.5293
PF3D7_0420000.1	12100	12101	8379.24	33.4604
PF3D7_0420100.1	3136	3137	1878.51	28.9366
PF3D7_0420200.1	2711	2712	564.978	10.0668
PF3D7_0420300.1	12755	12756	17036.7	64.5385
PF3D7_0420400.1	1062	1063	6152	279.661
PF3D7_0420500.1	921	922	414	21.6979
PF3D7_0420600.1	2127	2128	7674.83	174.279
PF3D7_0420700.1	6459	6460	89.8636	0.672202
PF3D7_0420800.1	135	136	0	0
PF3D7_0420900.1	6606	6607	73.3184	0.536237
PF3D7_0421000.1	135	136	0	0
PF3D7_0421100.1	6546	6547	76.5771	0.565203
PF3D7_0421200.1	1041	1042	0	0
PF3D7_0421300.1	6582	6583	67.4245	0.494928
PF3D7_0421400.1	135	136	0	0
PF3D7_0421500.1	1011	1012	257.106	12.2767
PF3D7_0421600.1	1296	1297	51	1.90011
PF3D7_0421700.1	5811	5812	797.502	6.63062
PF3D7_0421800.1	255	256	22	4.1527
PF3D7_0421900.1	216	217	1439	320.442
PF3D7_0422000.1	2450	2451	1870.76	36.8828
PF3D7_0422100.1	2300	2301	12021	252.447
PF3D7_0422200.1	15070	15071	6190.54	19.8488
PF3D7_0422300.1	3770	3771	3741.06	47.9387
PF3D7_0422400.1	1987	1988	84769.6	2060.5
PF3D7_0422500.1	9275	9276	6631.45	34.5459
PF3D7_0422600.1	887	888	36	1.95902
PF3D7_0422700.1	2179	2180	1931.86	42.8221
PF3D7_0422800.1	1413	1414	1676	57.276
PF3D7_0422900.1	1101	1102	7058.31	309.505
PF3D7_0423000.1	1374	1375	2079	73.0634
PF3D7_0423100.1	1232	1233	3032.51	118.847
PF3D7_0423200.1	853	854	667.037	37.7433
PF3D7_0423300.1	2258	2259	7874.79	168.45
PF3D7_0423400.1	1361	1362	6687.68	237.272
PF3D7_0423500.1	2280	2281	69726.4	1477.13
PF3D7_0423600.1	5305	5306	9730.78	88.6194
PF3D7_0423700.1	2211	2212	171579	3748.23
PF3D7_0423800.1	1821	1822	8761.55	232.37
PF3D7_0423900.1	801	802	2036.09	122.679
PF3D7_0424000.1	1959	1960	853.398	21.0399
PF3D7_0424100.1	2253	2254	18592.6	398.598
PF3D7_0424200.1	5581	5582	13217	114.417
PF3D7_0424300.1	4293	4294	1499	16.8689
PF3D7_0424400.1	7985	7986	254.097	1.53751
PF3D7_0424500.1	4085	4086	67775.4	801.534
PF3D7_0424600.1	3804	3805	42961.5	545.599
PF3D7_0424700.1	7078	7079	6646.11	45.3674
PF3D7_0424800.1	1300	1301	1607.52	59.7074
PF3D7_0424900.1	1925	1926	372	9.33329
PF3D7_0425000.1	1137	1138	7	0.297238
PF3D7_0425050.1	447	448	60	6.47175
PF3D7_0425100.1	837	838	655	37.7699
PF3D7_0425200.1	1244	1245	1032	40.0552
PF3D7_0425250.1	546	547	9	0.795066
PF3D7_0425300.1	699	700	10	0.69032
PF3D7_0425400.1	696	697	43	2.98115
PF3D7_0425500.1	915	916	42.7077	2.25299
PF3D7_0425600.1	915	916	18.9719	1.00084
PF3D7_0425700.1	975	976	2.37389	0.117533
PF3D7_0425800.1	10662	10663	81.3227	0.368536
PF3D7_0425900.1	1536	1537	675.077	21.224
PF3D7_0426000.1	6450	6451	56.3151	0.421838
PF3D7_0500100.1	6624	6625	209.943	1.53132
PF3D7_0500200.1	72	73	18.8324	12.4661
PF3D7_0500300.1	1023	1024	2	0.0943796
PF3D7_0500400.1	1125	1126	0	0
PF3D7_0500500.1	930	931	11	0.570941
PF3D7_0500600.1	924	925	27.8392	1.45433
PF3D7_0500700.1	275	276	3	0.525243
PF3D7_0500800.1	6015	6016	159091	1277.87
PF3D7_0500900.1	2210	2211	2131	46.5739
PF3D7_0501000.1	1789	1790	4917.51	132.752
PF3D7_0501100.1	4267	4268	3086	34.9397
PF3D7_0501100.2	1173	1174	0	0
PF3D7_0501200.1	2870	2871	15949	268.442
PF3D7_0501300.1	2875	2876	9532.56	160.166
PF3D7_0501400.1	7480	7481	52693.9	340.368
PF3D7_0501500.1	2194	2195	4720.98	103.931
PF3D7_0501600.1	1753	1754	9359.52	257.853
PF3D7_0501700.1	2382	2383	1776	36.0137
PF3D7_0501800.1	4523	4524	5857.16	62.5623
PF3D7_0501900.1	1982	1983	531.303	12.9469
PF3D7_0502000.1	4661	4662	3452.15	35.7821
PF3D7_0502100.1	2143	2144	1305.85	29.4317
PF3D7_0502200.1	2342	2343	4737.57	97.7083
PF3D7_0502300.1	1620	1621	187.124	5.57821
PF3D7_0502400.1	2639	2640	339.031	6.20561
PF3D7_0502500.1	1785	1786	44	1.19047
PF3D7_0502600.1	3012	3013	604.177	9.68976
PF3D7_0502700.1	1512	1513	2379	75.9808
PF3D7_0502800.1	924	925	1607.26	83.9641
PF3D7_0502900.1	1015	1016	2871.75	136.584
PF3D7_0503000.1	1240	1241	4959.77	193.125
PF3D7_0503100.1	2256	2257	2628.99	56.2867
PF3D7_0503200.1	3617	3618	935.089	12.4891
PF3D7_0503300.1	3226	3227	2115.43	31.6773
PF3D7_0503400.1	1983	1984	117333	2857.76
PF3D7_0503500.1	3518	3519	1225.63	16.8302
PF3D7_0503600.1	3295	3296	5766	84.5348
PF3D7_0503800.1	1099	1100	145213	6379.12
PF3D7_0503900.1	3128	3129	569.694	8.798
PF3D7_0504000.1	8216	8217	4048.07	23.8058
PF3D7_0504100.1	1209	1210	470.374	18.7848
PF3D7_0504200.1	2207	2208	4754.1	104.044
PF3D7_0504300.1	983	984	236.02	11.5905
PF3D7_0504400.1	2533	2534	2477	47.2354
PF3D7_0504500.1	1267	1268	542.094	20.6587
PF3D7_0504600.1	1788	1789	33851	914.344
PF3D7_0504700.1	7850	7851	7764.83	47.792
PF3D7_0504800.1	17435	17436	19431.3	53.8522
PF3D7_0504900.1	877	878	94391.9	5195.03
PF3D7_0505000.1	10398	10399	3205.31	14.8945
PF3D7_0505100.1	10290	10291	12304.5	57.7769
PF3D7_0505200.1	2302	2303	288.089	6.04478
PF3D7_0505300.1	2698	2699	32370.4	579.553
PF3D7_0505400.1	3130	3131	3034.3	46.8299
PF3D7_0505500.1	4705	4706	3528.9	36.2356
PF3D7_0505600.1	1441	1442	1093.58	36.6467
PF3D7_0505700.1	3764	3765	5127.6	65.8109
PF3D7_0505800.1	2222	2223	6997.57	152.109
PF3D7_0505900.1	1327	1328	452.367	16.4604
PF3D7_0506000.1	1219	1220	3986.13	157.885
PF3D7_0506100.1	2409	2410	2876.28	57.6716
PF3D7_0506200.1	1374	1375	137.321	4.82594
PF3D7_0506300.1	1646	1647	8260.35	242.356
PF3D7_0506400.1	351	352	324	44.4785
PF3D7_0506500.1	13082	13083	9038.36	33.3834
PF3D7_0506600.1	715	716	121	8.16621
PF3D7_0506700.1	3147	3148	3583.41	55.0059
PF3D7_0506800.1	3964	3965	20247.5	246.761
PF3D7_0506900.1	3517	3518	20131.1	276.516
PF3D7_0507000.1	1217	1218	1935.68	76.7952
PF3D7_0507100.1	2621	2622	44799.1	825.628
PF3D7_0507200.1	2931	2932	13289.6	219.026
PF3D7_0507300.1	3684	3685	1332.74	17.4766
PF3D7_0507400.1	1491	1492	10982.6	355.699
PF3D7_0507500.1	3031	3032	8373.31	133.449
PF3D7_0507600.1	3089	3090	2395.07	37.4548
PF3D7_0507700.1	2423	2424	8726.26	173.958
PF3D7_0507800.1	6575	6576	6911.01	50.7841
PF3D7_0507900.1	354	355	408	55.5367
PF3D7_0508000.1	2091	2092	4170.61	96.3354
PF3D7_0508100.1	5625	5626	64482.2	553.845
PF3D7_0508200.1	2708	2709	1040.71	18.5638
PF3D7_0508300.1	3801	3802	2808.63	35.697
PF3D7_0508400.1	1101	1102	399	17.496
PF3D7_0508500.1	8442	8443	3335.03	19.0876
PF3D7_0508600.1	1102	1103	882	38.6404
PF3D7_0508700.1	4791	4792	5584.15	56.3104
PF3D7_0508800.1	2889	2890	6875.16	114.956
PF3D7_0508900.1	10153	10154	70528.2	335.64
PF3D7_0509000.1	1875	1876	557.406	14.3578
PF3D7_0509100.1	6212	6213	13991	108.816
PF3D7_0509200.1	1017	1018	543.22	25.7855
PF3D7_0509300.1	1478	1479	2121.12	69.3019
PF3D7_0509400.1	9749	9750	6091.46	30.1902
PF3D7_0509500.1	1648	1649	2594.32	76.0242
PF3D7_0509600.1	2719	2720	4332.03	76.9611
PF3D7_0509700.1	1188	1189	121	4.91758
PF3D7_0509800.1	5995	5996	29280.9	235.978
PF3D7_0509900.1	1709	1710	618.002	17.4639
PF3D7_0510000.1	3423	3424	1362.61	19.2304
PF3D7_0510100.1	9864	9865	8981.52	43.9948
PF3D7_0510200.1	3908	3909	2012.1	24.8732
PF3D7_0510300.1	924	925	12	0.626885
PF3D7_0510400.1	2381	2382	176.049	3.5714
PF3D7_0510500.1	3319	3320	15513.1	225.792
PF3D7_0510600.1	80	81	26	15.5109
PF3D7_0510700.1	1044	1045	23	1.06355
PF3D7_0510800.1	1929	1930	258	6.45967
PF3D7_0510900.1	158	159	2815	855.519
PF3D7_0511000.1	1313	1314	5736	210.942
PF3D7_0511100.1	842	843	635.05	36.4023
PF3D7_0511200.1	3741	3742	28654.9	370.036
PF3D7_0511300.1	4451	4452	3578.15	38.8375
PF3D7_0511400.1	1146	1147	570	24.0137
PF3D7_0511500.1	32487	32488	53692.5	79.8617
PF3D7_0511600.1	1325	1326	7601.6	277.019
PF3D7_0511700.1	1841	1842	2226.31	58.4043
PF3D7_0511800.1	2707	2708	39542.7	705.613
PF3D7_0511900.1	2718	2719	1853.36	32.9382
PF3D7_0512000.1	817	818	8445.24	498.893
PF3D7_0512100.1	605	606	657.145	52.4007
PF3D7_0512200.1	2649	2650	370.001	6.74692
PF3D7_0512300.1	2057	2058	317.445	7.45369
PF3D7_0512400.1	705	706	422	28.8839
PF3D7_0512450.1	1350	1351	265.07	9.48099
PF3D7_0512500.1	3706	3707	3930.54	51.2363
PF3D7_0512600.1	1763	1764	6131.76	167.971
PF3D7_0512700.1	1551	1552	641.62	19.9772
PF3D7_0512800.1	5687	5688	793.903	6.7446
PF3D7_0512900.1	849	850	7027	399.484
PF3D7_0513000.1	1388	1389	4468.36	155.451
PF3D7_0513100.1	1158	1159	2687.36	112.045
PF3D7_0513200.1	9371	9372	3966.24	20.4501
PF3D7_0513300.1	1934	1935	640.136	15.986
PF3D7_0513400.1	1317	1318	1603.25	58.7805
PF3D7_0513500.1	825	826	1426.61	83.4588
PF3D7_0513600.1	4866	4867	5889.51	58.4745
PF3D7_0513700.1	2920	2921	576.034	9.52938
PF3D7_0513800.1	1155	1156	16843.7	704.09
PF3D7_0513900.1	1077	1078	440.016	19.7241
PF3D7_0514000.1	1303	1304	1145	42.4303
PF3D7_0514100.1	4582	4583	2179.02	22.9753
PF3D7_0514200.1	3207	3208	857.793	12.921
PF3D7_0514300.1	3910	3911	7964.14	98.4009
